tag,x,y,z
en:Progressive_folk,7.9371085,-16.281881,14.689681
es:Avant-rock,1.9824805,6.161862,-0.7289164
es:Folk_psicodélico,15.342176,-17.158022,15.355745
es:Pop_latino,-8.041217,-14.9757395,17.408014
en:Traditional_music,6.577978,-15.923271,13.319248
fr:Ragga,-25.152512,-5.7081223,12.361996
cs:Grindcore,13.870646,12.472591,-16.345789
ja:ムジカ・ポプラール・ブラジレイラ,-10.695045,-15.069974,12.218265
ja:スクリーモ,14.820103,6.5101957,-24.377815
ja:ロック,13.67706,-2.381995,5.479999
cs:Speed_metal,9.80999,30.11439,1.7281897
fr:Bebop,-3.0642397,15.539278,19.722576
ja:メロディック・ハードコア,12.72568,10.933826,-22.409035
es:Rock_experimental,2.9109423,5.4671063,-1.1846483
es:Rock_de_fusión,-6.1215367,16.028067,3.0106537
es:Hard_Rock,18.671373,2.193291,3.173248
fr:College_rock,16.548107,8.830289,11.558658
fr:Musique_de_variétés,-0.09932592,-7.4504967,5.824385
en:Ska_punk,25.92754,-7.45044,-8.426509
es:Garage_Rock,6.705773,-10.026065,-30.829447
cs:J-pop,-7.7646375,-22.070976,0.4041139
en:Urban_music,-20.56952,-1.9442731,4.359298
en:Alternative_hip_hop,-26.313927,13.33044,-4.763974
ja:香港ポップス,-6.236142,-24.551517,-3.553726
ja:グラインドコア,14.273529,11.909148,-16.209751
cs:Experimental_rock,2.7229857,6.771125,-2.507711
ja:カントリーロック,6.7535872,-8.619549,22.593496
es:Dance_alternativo,-11.051372,-12.985846,-7.579995
nl:Popmuziek,1.9936237,-18.143028,-1.1190698
en:Reggae_rock,-22.208776,-2.66445,13.770417
nl:Filmmuziek,-2.0089412,-5.447424,1.0788438
nl:Psychedelisch,17.60492,-5.3659635,-4.57014
es:Euro-pop,-6.438208,-18.104567,-16.479202
es:Nu_metal,2.8529286,20.06592,0.29465365
cs:Eurodance,-9.353493,-16.572134,-14.702491
fr:Teen_pop,0.93772024,-19.852346,-8.060774
fr:Synthpunk,12.072413,-2.4043524,-21.301275
fr:Funk_rock,-11.496518,20.73696,4.528401
es:Ópera,1.3473576,0.836506,5.304106
es:Metal_gótico,28.91466,8.713893,-1.3434751
es:Post_punk_revival,9.306264,-4.3182297,-16.410172
en:Electronicore,2.243518,-0.62852824,-11.3507395
en:Bossa_nova,-10.835992,-6.2841954,17.126749
es:Pop_alternativo,4.117217,-15.079408,-3.2461398
ja:ネオクラシカルメタル,3.1475985,26.242977,-0.8456328
es:Reggaetón,-22.000359,-9.313675,18.55889
en:Funk_rock,-11.746214,20.996935,5.324607
en:Salsa_music,-15.637884,-14.236733,16.608402
es:Música_acústica,-4.828267,5.5775504,-7.83038
fr:Surf_music,17.04303,-4.9056377,10.244875
en:Glitch,-11.917885,-4.385639,-6.577833
es:Power_Metal,9.168016,25.57216,3.308951
en:Space_rock,7.638203,4.9089355,-8.442136
fr:Electro_hop,-13.084005,-0.27186754,-21.70442
en:World_fusion,-8.453251,-9.645184,5.313274
fr:Acid_jazz,-9.803835,13.907883,10.720815
en:Nu-disco,-15.291322,-13.238214,-10.621021
ja:ポップ・パンク,21.022863,0.9866127,-18.78994
fr:Jazz_modal,-8.601968,12.020739,14.262263
en:Reggaeton,-20.219795,-9.959691,17.21146
en:Hardcore_punk,11.8646,5.988703,-20.135191
fr:Pop_Rock,8.921184,-16.086803,-2.5264344
ja:ダンス・パンク,16.11801,-6.337879,-19.537321
fr:Mandopop,-5.7111588,-25.709896,-1.9542847
es:Metal_Alternativo,10.494718,16.854637,18.39843
nl:G-funk,-15.105802,23.507225,8.475045
fr:Fusion_de_genres_musicaux,-7.0148325,17.21546,3.7893567
nl:Electro,-11.487885,-1.3268284,-21.751577
en:Shock_rock,19.240223,-4.866767,3.38791
nl:Nederlandstalige_muziek,-5.015717,-7.810384,6.0599337
es:Minimal,-10.300072,0.9978061,-10.473423
fr:Drum_and_bass,-14.346603,4.410709,-5.5598516
ja:ブルース,2.0800843,5.3428907,24.237623
nl:Progressive_house,-20.015804,-4.482165,-21.477547
en:Slowcore,8.016762,-1.5825229,-7.4581695
en:Speed_metal,9.261018,30.984558,2.0000753
cs:Grunge,13.535647,-15.187639,-21.447823
nl:Industrial,-5.533398,19.112213,-12.406088
en:Folk_pop,11.682003,-14.179858,16.626446
cs:Punk,18.802711,-0.4743959,-18.566412
cs:Soft_rock,20.64443,-0.4260157,7.609401
cs:Symfonický_metal,4.966509,24.278616,10.285328
es:Contemporary_R&B,-16.187119,-0.7696835,9.715236
fr:Blues,1.3564705,4.9615154,24.142763
nl:Trap,-17.300694,3.2249336,-1.6920847
en:Film_score,-2.5015953,-4.4854183,1.1897037
es:Metalcore,11.241544,17.16666,-16.720047
nl:Rap,-21.147049,12.430474,-1.8271282
es:Industrial_metal,-2.4208548,21.043022,-11.818245
en:Digital_hardcore,9.800166,5.7716837,-20.849998
nl:Fusion,-5.3321176,16.521566,6.5500026
en:Drone_metal,3.0002801,9.98909,-8.610116
en:Alternative_pop,7.8860083,-25.426874,0.18518463
es:Disco,-15.704171,-13.766235,-12.964333
es:Death_metal_progresivo,10.49449,22.191853,-7.718023
es:Crossover_clásico,0.5868739,12.440687,-17.929426
cs:Free_jazz,-11.592115,10.552107,12.331741
cs:Trip_hop,-23.156052,0.639487,-6.008308
en:Trap_music,-17.274067,3.209997,-1.6331173
es:Funk_metal,-9.534439,22.12999,3.5945616
en:Neo-psychedelia,15.078714,-4.361325,-6.2164736
fr:Math_rock,8.933495,-0.68419415,0.40801153
fr:Neo_soul,-10.798502,1.2171651,19.22195
fr:Electroclash,-8.576076,0.10993946,-22.674591
cs:Surf_rock,13.362105,-2.548751,7.9900928
ja:ソウルミュージック,-8.279084,3.8861153,18.954576
ja:レゲエ,-23.449032,-3.6347644,15.707533
en:Minimal_music,-10.165679,1.3484704,-8.9422245
nl:Drum_and_bass,-14.169544,5.311051,-5.24591
es:Math_rock,8.933506,-0.6824118,0.40393373
en:Boogie_rock,4.1640854,5.9105983,16.741869
cs:Emo,18.516775,6.119545,-22.518522
en:Electronica,-5.7081847,-1.2202253,-11.32941
es:Gangsta_rap,-22.877808,18.419844,-0.34866643
cs:Post-grunge,15.492496,-16.106512,-21.512531
es:Música_Electrónica,-3.4956117,-1.2798423,-6.6914406
ja:ドゥームメタル,15.959527,14.015298,-5.058876
es:Tango,-15.740235,-18.543987,15.986863
fr:Metal_alternatif,10.938583,17.450615,17.69757
nl:Hiphop,-21.794605,10.529932,-3.2102056
en:Big_room_house,-16.68087,-1.1051155,-16.601055
fr:House,-19.290194,-1.973067,-14.937564
en:Cabaret,0.6621719,-8.921544,-7.093028
fr:Funk_metal,-9.718185,21.839277,3.5673373
nl:Hiphouse,-23.40411,3.141743,-14.664132
fr:Rocksteady,-21.394949,0.745618,11.935279
fr:Crunkcore,-13.473348,16.98583,-1.4536258
en:Avant-garde,0.09145108,10.93689,3.6230133
es:Rhythm_and_Blues,-15.237376,0.091698214,10.58979
fr:Dance-pop,-5.830123,-15.321401,-8.751853
nl:Dancepop,-3.2646554,-15.195213,-9.746611
fr:New_jack_swing,-16.492504,4.350987,10.276835
en:Dixieland,-4.551661,10.204043,13.56848
en:Electronic_rock,1.5186341,-0.14742756,-9.055505
en:Rhythm_and_blues,-12.656343,0.2638853,9.158072
en:Afrobeat,-28.239042,-3.9676576,15.097114
es:Rapcore,-11.079792,22.253521,-1.5949471
nl:Postrock,8.16178,0.7183515,-8.265629
en:Funk,-11.254149,21.22556,8.629367
es:Música_celta,4.641437,-10.369009,12.670969
fr:Pop_rock,9.494012,-15.3178,-2.7735631
en:Symphonic_rock,7.7260375,5.4253564,3.9316502
es:Rock_&_roll,11.711525,-2.6868255,10.928325
nl:Bluesrock,8.368868,4.7143683,19.865822
fr:Musique_instrumentale,-7.50838,8.767246,-2.033343
en:Pop-rap,-30.972294,6.2168164,-0.18837269
es:Thrash_metal,9.071503,15.390542,-12.227239
es:Death/Doom,15.944664,16.389853,-6.291563
es:Villancico,-2.7681768,-12.144746,10.276354
en:British_rhythm_and_blues,-9.926639,-0.05422211,10.209884
nl:Postpunk,13.404631,-5.551489,-14.96604
cs:Dubstep,-13.685952,7.2159815,-13.520747
ja:実験音楽,-1.6568626,3.367625,-2.8031595
es:Power_pop,12.814087,-16.349726,-6.858075
es:Spoken_word,-14.093682,-1.4597738,-0.08660181
cs:Elektronická_hudba,-4.6272974,-1.6691432,-6.3514647
fr:Alternative_country,3.9915972,-6.391683,26.43635
fr:Lo-fi,-17.65738,-16.009096,0.4801188
cs:Hard_bop,-5.1751666,15.619386,22.380554
es:Avant-garde_metal,1.9606192,11.521249,-1.4497287
fr:Musique_celtique,4.5198755,-10.068152,11.987361
es:Cumbia,-15.185791,-12.851671,20.382753
nl:Barokpop,6.464958,-13.914869,3.8459895
en:Rock_music,13.90705,-1.0248516,5.6812735
en:Blues_rock,6.887168,4.7982492,21.345644
fr:Musique_pop,1.2706771,-18.292397,-3.2419155
es:Música_cinematográfica,-1.5879087,-5.832616,2.3387938
en:Melodic_death_metal,15.98365,21.86644,-7.902134
ja:スピードメタル,10.039684,31.111252,1.5993739
en:Viking_metal,17.439499,23.622028,6.4776654
ja:アイドル歌謡曲,-4.052683,-16.334255,-2.8240077
es:Symphonic_metal,5.724192,26.33551,9.009931
cs:Blues_rock,7.143962,2.5007768,20.587557
en:Post-industrial_music,-7.4174747,19.653814,-12.855894
fr:Dance_pop,-5.223216,-15.681811,-8.497392
nl:Rock-'n-roll,12.455066,-0.74506336,10.964728
es:Dark_wave,2.0448575,0.624752,-19.37055
es:Flamenco,-13.106614,-19.86984,17.318157
nl:Alternatieve_rock,10.656188,13.704805,12.846757
es:Alternative_metal,10.42676,15.47317,19.370256
fr:Rock_and_roll,10.92336,-0.09566417,10.960569
es:Rock_sinfónico,7.6061673,4.6239734,4.4544835
es:Art_punk,15.8968,-0.546804,-15.066519
cs:Glam_rock,21.790356,-9.276518,2.4908726
fr:Death_metal_mélodique,16.613514,21.26985,-8.507433
fr:Rock_électronique,1.8319985,-0.03987113,-9.817077
nl:Alternatieve_hiphop,-25.71096,13.573487,-5.486038
en:Christian_metal,12.658749,18.40777,3.6447175
en:Chamber_pop,6.3170485,-16.661772,1.3645971
nl:Death_metal,11.355441,18.170221,-6.2392583
en:Modal_jazz,-8.602318,12.020166,14.261925
en:Punk_Rock,20.21335,-3.0225008,-17.416574
nl:Ska-punk,26.745346,-7.3167357,-9.0465765
en:Mafioso_rap,-24.766485,17.70952,0.21856472
en:Euro_disco,-11.897221,-16.762402,-14.720399
en:Neue_Deutsche_Härte,0.45283553,19.916285,-5.454156
ja:インダストリアル・メタル,-2.6357846,20.844067,-9.539383
es:Blues_Rock,7.9918485,3.165561,21.533478
nl:Hardstyle,-14.289143,5.595652,-20.5687
es:Hip_hop_music,-21.482079,11.192807,-6.638554
nl:Blue-eyed_soul,-10.058034,3.7077951,24.783161
es:Alternative_Metal,10.42676,15.47317,19.370256
en:Minimalist_music,-10.15147,1.3698044,-8.859022
es:MPB,-10.4319315,-15.6473875,11.408571
fr:Zouk,-19.810295,-6.36044,13.34848
es:Shoegaze,9.40705,-4.6031013,-9.779773
cs:Doom_metal,15.920249,14.357285,-5.605161
es:Progressive_House,-19.009712,-5.0710297,-20.121342
fr:Rap_rock,-9.829586,18.561302,-0.63738275
en:Electroclash,-8.769586,-0.0022831527,-22.514877
es:Alterlatino,-3.1847029,-14.76573,17.24206
es:Vanguardismo,-1.0178291,11.300802,1.904589
en:Latin_Rock,-5.8455954,-13.20931,17.420757
en:Psychedelic_pop,8.263217,-19.519058,-4.446532
fr:Electro-rock,2.0932682,1.7042028,-9.441779
nl:West_Coast-hiphop,-29.152254,10.02549,9.857614
en:Folk_music,6.5867786,-16.18692,13.565402
en:Gospel_music,-1.7738379,-2.88895,17.339148
en:Crunk,-15.023521,15.25036,-1.6710538
fr:Garage_punk,8.425345,-8.481486,-32.05283
nl:Reggaeton,-20.348322,-9.213162,17.095205
en:Alternative_Rock,10.983934,13.684944,14.471858
es:Rock_progresivo,9.273635,5.487041,0.05532898
en:Avant-garde_metal,2.5496795,12.000221,-1.4765168
en:Electro_house,-16.140848,-0.60591525,-17.0621
fr:Tech_house,-16.83155,-0.89946485,-13.290526
en:Electric_folk,9.089641,-16.10742,14.205647
es:Dancehall,-23.919506,-6.7253675,14.174151
fr:R&B_Contemporain,-15.696512,-3.0390446,4.8693604
es:Folk,10.540074,-17.0881,12.732291
es:Soul_music,-5.9872847,2.7658103,19.813862
en:West_coast_hip_hop,-29.546635,11.197834,8.534357
es:Rock_sureño,9.547013,-4.55306,23.147888
nl:Rhythm_and_blues,-13.309588,0.83525866,11.127732
fr:R&B_contemporain,-15.696091,-2.9757524,4.7978616
ja:シンセサイザー音楽,-6.506938,-2.1626337,-6.0247555
fr:Rock_symphonique,7.8545275,5.471709,4.617833
ja:ポスト・パンク,13.246745,-4.1271005,-16.219595
en:New_jack_swing,-16.48454,4.399239,10.355481
en:Rock_&_roll,14.281739,-0.39002645,12.487476
en:Neoclassical_dark_wave,2.0563219,27.948112,-1.3377883
es:Música_independiente,15.249144,-28.692022,3.5206938
en:Heartland_rock,7.9045053,-5.586794,23.114645
nl:Alternatieve_metal,10.784015,16.610556,17.540314
fr:RnB_contemporain,-15.5447855,-1.7152797,5.4830666
es:New_romantic,3.6213844,-4.2249937,-16.471731
fr:Deathcore,14.311854,17.560162,-17.293306
nl:Alternative_dance,-10.300544,-14.035724,-8.0095415
nl:Hard_rock,19.354233,3.0181832,5.0079856
es:J-Pop,-8.91492,-22.413303,1.0924423
en:Experimental_music,-2.2764337,4.28998,-2.0690331
ja:ソウル・ミュージック,-8.279411,3.886405,18.954563
ja:ノイズポップ,8.204367,-12.39152,-9.815058
es:Sleaze_rock,18.54382,4.525063,1.2480211
en:Progressive_pop,10.313004,3.5787394,1.1682338
fr:Rock_sudiste,9.912647,-4.863161,23.575542
en:Country_pop,6.3201528,-11.2387905,20.129658
nl:Americana,0.30043384,-11.685218,26.938057
fr:Rapcore,-11.017588,22.006596,-1.6013799
fr:Électronique,-3.090501,-0.5152816,-9.041567
fr:Grime,-14.145248,9.299219,-9.053033
es:Boogie_rock,4.411829,5.711706,16.925133
nl:Instrumentale_muziek,-7.9925923,8.802458,-1.820675
ja:電子音楽,-5.297983,-1.7967782,-6.9796467
es:Música_de_América_Latina,-11.327829,-12.533827,15.358426
en:Alternative_country,3.8277814,-6.8599873,26.63877
es:Punk_pop,21.653427,1.0014135,-16.397614
fr:Hard_rock,19.792578,2.1503994,3.1394303
nl:Glam_metal,6.223608,17.148165,5.637018
es:Jazz_fusión,-5.1616282,15.811195,5.600903
fr:Tango,-15.229143,-17.994762,16.301607
en:Chamber_music,-5.71839,7.6091466,8.920762
fr:Avant-garde_metal,1.8346466,11.818964,-1.6715602
nl:New_age,-13.367414,-7.651312,0.2482981
fr:Soul,-8.174305,1.4883995,18.003683
es:Música_pop,3.5338984,-16.287804,-3.7326078
fr:Samba,-15.226597,-16.16685,12.356543
cs:Avantgardní_jazz,-2.5722804,12.579624,4.8128924
en:Avant-garde_jazz,-2.0743463,8.455462,4.7166266
nl:Gothic_rock,28.245024,7.5982356,-5.6036916
en:Art_rock,5.395209,3.1300907,-1.3789015
es:Pop,3.4589348,-15.77465,-3.7320657
ja:J-POP,-7.3629737,-22.616446,-0.36519298
en:Southern_hip_hop,-29.083431,10.285251,6.441067
nl:Deathmetal,11.428668,18.234005,-6.2586684
en:Grime_music,-13.50234,9.401262,-9.060291
fr:Electronique,-2.715917,-0.2960602,-9.073193
es:Indie_folk,13.461469,-16.5479,10.911921
es:Punk_rock,19.271893,-1.0860358,-15.445401
en:Dance-rock,-5.1792274,-12.238596,-12.606386
ja:ヘヴィメタル,8.628331,19.885756,0.53410226
en:Anti-folk,10.910716,-18.261831,16.767845
en:Singer-songwriter,5.56727,-23.602528,8.109901
es:Folk_metal,17.144941,19.857697,5.279068
fr:Zeuhl,12.958487,3.19614,-5.5442777
es:Glam_metal,6.1534333,17.83316,4.9847
es:New_age,-13.15082,-6.8754797,0.5367033
cs:Progresivní_metal,8.38603,26.245304,-7.7613797
es:Comedy_hip_hop,-23.190454,9.082002,-8.402976
en:Psychobilly,26.648602,-2.7419753,-17.033882
fr:Electronic_music,-4.1457453,-3.4580758,-7.245511
fr:Swamp_pop,8.372561,-5.3690214,18.551132
es:Britpop,16.67491,-12.658162,-11.535388
cs:Drum_and_bass,-14.980981,4.978805,-5.9876485
cs:Cool_jazz,-14.673629,12.018432,11.603256
ja:メロディックスピードメタル,16.11147,23.43161,-10.182577
es:Música_psicodélica,17.356026,-3.8017771,-5.409139
es:Country_alternativo,3.9056566,-6.6204805,26.43064
fr:Reggaetón,-20.511904,-9.710913,16.816647
fr:Boogie,2.1683407,6.617995,17.192377
en:Pop-folk,12.486992,-13.866104,17.002075
fr:Space_rock,6.445808,5.1066055,-8.060842
nl:Progressieve_Rock,11.127008,6.5559316,-0.100317165
en:Orchestral_pop,4.7362766,-16.219408,3.0269814
es:Metal_industrial,-2.4946022,21.198427,-10.450057
fr:Crunk,-15.020277,15.220334,-1.681779
cs:Disco,-15.222504,-14.15563,-13.719703
es:Neo_soul,-11.033324,1.799493,19.48356
es:Metal_Extremo,13.646002,25.597994,-0.17297056
fr:Folk_rock,11.766071,-13.599013,13.522584
nl:Artrock,5.349655,2.0279758,-2.0919461
fr:Post-hardcore,9.047574,7.5538054,-22.230625
fr:Sludge_metal,12.000323,13.142489,-8.878733
cs:Indie_rock,13.877526,-25.403389,0.5673758
en:Rock_en_Español,-5.020039,-10.502498,15.521582
fr:Rap_conscient,-21.89374,13.099598,1.4961107
fr:Screamo,15.215096,6.4428763,-24.407818
fr:Musique_acoustique,-4.39086,5.42485,-7.7581406
fr:Fusion,-7.981197,18.176775,2.539489
es:Hip-hop,-21.953007,10.76078,-5.3084874
en:Instrumental_music,-7.6881785,9.925745,-2.7040734
fr:Punk_rock,18.770555,-2.4937725,-16.766613
fr:Ballade,-1.0433503,-20.562307,10.942715
fr:Piano_rock,12.204846,6.7617235,7.096033
fr:Rap_West_Coast,-30.428787,10.637646,10.228156
fr:Ragtime,-10.638996,4.2026806,10.9706545
en:West_Coast_Hip_Hop,-30.088264,11.159071,8.354474
es:Cello_rock,11.075663,5.2627764,5.099659
fr:Alternative_rock,11.65436,11.625557,13.69229
fr:R'n'B_contemporain,-15.429702,-1.794102,5.651412
en:Emo,19.075464,5.4536576,-22.149563
es:Death_Metal,12.989858,20.505714,-6.5982895
fr:Heavy_metal_music,9.754758,20.750025,1.452761
ja:カントリー・ロック,6.7535872,-8.619549,22.593496
en:Easy_listening,-21.237005,-7.511401,-3.948752
cs:Alternative_metal,10.402942,18.632593,18.854942
es:Reggae,-24.02139,-3.447249,14.615211
ja:アート・ロック,4.7798257,3.1755474,-2.0783694
fr:Rap_East_Coast,-29.706726,8.966887,9.7449665
cs:Hard_rock,18.911226,1.2245413,3.0141826
en:Punk_rock,20.213335,-3.022524,-17.416582
en:Glam_metal,6.5890055,18.488962,5.420151
es:Son_montuno,-17.778206,-14.701031,18.235497
ja:トリップ・ホップ,-23.566076,-0.18935503,-5.7261558
nl:Darkwave,1.5780948,-0.0027965482,-19.437769
fr:Électro-rock,1.7475291,0.5461263,-9.645908
cs:Rhythm_and_blues,-13.874841,1.0386287,9.697008
en:Exotica,-9.623699,-8.338843,5.1996627
es:Pop_punk,21.294495,0.8147083,-17.286192
fr:Rap,-21.770187,12.938287,-2.0246117
es:Canción_protesta,-2.5069287,-14.23354,4.512527
en:Jazz_music,-6.7971473,10.33713,9.51984
es:Folk_punk,14.88638,-12.9885235,11.989665
cs:Industrial_metal,-1.9560009,21.937372,-9.278602
ja:メロディックデスメタル,15.641729,22.652302,-9.747419
nl:Jazz,-7.5483017,10.959758,11.343243
nl:Twang,4.235976,-6.2074394,27.140966
ja:ジャズ・フュージョン,-3.4138737,16.788378,6.6512146
en:Europop,-7.495753,-18.594082,-16.25456
es:Música_electrónica,-3.4956117,-1.2798423,-6.6914406
es:R&b,-14.674063,-0.17352982,8.999441
es:Música_experimental,-2.181191,2.9944274,-2.9672363
es:Hi-NRG,-15.3763685,-17.328882,-0.9583043
fr:Reggaeton,-20.775532,-9.80867,16.051931
es:Dance_pop,-4.6719522,-14.3707695,-9.707812
es:Hard_rock,18.670885,2.193057,3.1735146
en:No_wave,5.2137313,-4.2726583,-19.998594
fr:Blues_rock,6.7525783,3.4311416,21.02645
nl:Avant-garde,-0.605151,10.673595,2.72627
es:Electrónica,-4.025128,-1.0292454,-9.107229
cs:Swing,-15.582673,6.422962,13.282041
en:Technical_death_metal,12.538933,24.094074,-6.585405
es:Soft_Rock,21.741755,-0.41174355,6.99226
fr:Death_metal_technique,13.545975,19.182123,-5.5071344
en:Punk_jazz,-7.6010795,11.831141,8.679654
es:Soft_rock,21.691446,-0.2527663,6.88487
es:Rock_psicodélico,15.277544,-3.3702395,-3.8435419
en:Thrash_metal,7.886628,14.433189,-11.787158
fr:Glam_rock,22.225964,-9.904458,2.990641
fr:Dubstep,-14.035304,6.7232223,-13.512066
