tag,x,y,z
fr:Metal_progressif,8.464903,26.040339,-6.5559444
es:Música_medieval,-0.7959832,-5.186099,9.939782
cs:Folk_rock,12.627613,-14.265348,13.117128
nl:Singer-songwriter,5.9393935,-23.913479,8.115611
en:Contemporary_worship_music,0.25641578,-2.024613,15.380803
fr:Roots_rock,13.1251545,-9.198449,18.86633
en:Dance_music,-6.8077755,-10.52226,-6.1436768
en:Hardcore_techno,8.751981,7.1645594,-19.114178
es:Pop-Rock,8.076565,-14.381565,-2.8107176
nl:Countrymuziek,3.7256463,-10.322437,23.43042
cs:Latin_pop,-9.2678,-14.650233,16.299652
en:Black_metal,12.200416,20.894093,-1.8856348
es:Música_folk,10.008386,-16.70533,12.581768
en:Urban_contemporary,-20.679348,-1.7648981,4.15975
nl:Soundtrack,-0.78295636,-6.854447,-1.6515491
es:Dance_Pop,-4.5701494,-15.055694,-9.28457
fr:Psyché_folk,15.659948,-15.822201,14.103165
en:Power_Metal,10.095042,24.777733,2.188084
nl:Hardrock,19.48094,2.545184,4.2335806
es:Música_tropical,-10.935662,-10.964832,10.408332
es:Acid_house,-14.089968,-3.472914,-15.638069
es:Rock_Gótico,27.662542,6.654054,-5.5852456
es:Easy_listening,-21.000896,-7.557296,-4.76907
en:Progressive_trance,-17.027319,-8.822879,-21.24923
fr:Big_band,-10.040822,5.875454,4.2782426
cs:Death_metal,14.111131,20.367826,-6.299309
cs:Pop_punk,20.32934,0.6161569,-18.357399
en:Art_pop,4.3652515,-19.190468,-0.47603333
fr:Jazz-rock,-2.6411808,14.153715,8.666796
es:Schlager,-7.7689047,-21.971706,-12.395708
es:Música_disco,-15.421533,-13.769507,-13.02777
fr:Urban,-21.31312,-1.0285598,3.6928453
ja:ブルースロック,7.2975492,3.828605,20.266443
es:Nu_jazz,-9.9907875,10.739234,9.478073
cs:Post_bop,-3.6691613,14.184763,22.067642
fr:Shock_rock,19.23052,-4.847684,3.3817728
en:Music_of_Puerto_Rico,-9.3579035,-11.028825,15.242124
fr:Musique_hip-hop,-23.02144,12.139833,-2.7627094
cs:Heavy_metal,8.746312,20.967901,0.42627692
en:Hip_hop_music,-26.45344,11.49667,-1.7727464
cs:Viking_metal,16.702127,23.647541,6.540613
nl:Rapcore,-11.186034,22.688465,-1.5773219
en:Opera,2.3697577,0.67897856,6.3541217
es:Rock_Experimental,2.911129,5.467151,-1.1843793
es:Speed_Metal,10.025623,30.553387,2.6173043
en:Ska,27.375616,-8.185565,-7.0629015
nl:Metalcore,10.530662,16.792433,-17.540428
fr:Disco,-15.163329,-14.656987,-12.809117
cs:Techno,-10.372677,-0.33828533,-14.5047655
ja:オルタナティヴ・ロック,8.693236,14.004648,14.046044
nl:Rap-rock,-10.123637,17.779726,-0.9095997
ja:シンセポップ,-5.27435,-5.642193,-22.72687
fr:Musique_traditionnelle,5.1882744,-16.847605,13.6312475
en:Mathcore,10.060647,14.681005,-20.382193
es:West_Coast_jazz,-28.496422,8.940552,12.300819
nl:Post-punk_revival,9.271507,-3.0184817,-15.610773
es:Trip_Hop,-24.54541,0.6713661,-5.727035
es:Hip_hop_hardcore,-20.166185,15.372461,-6.7704372
en:Ranchera,-12.882057,-14.15211,23.055157
es:Nu_Metal,2.8517487,20.06808,0.29057226
es:Metalcore_melódico,11.30621,17.558105,-16.056547
en:Country_music,2.667146,-8.513331,22.528788
en:Hip_house,-23.059631,2.4758348,-14.147527
fr:Gangsta_rap,-23.15611,18.044615,-1.1241775
es:Cowpunk,23.736605,-2.0988388,-14.606239
en:Japanese_Pop,-8.765115,-19.921322,0.50999874
fr:Folk_music,9.485212,-15.165764,11.509819
fr:Visual_kei,-7.442654,-27.144894,4.8381147
nl:Gospel,-2.3555295,-2.8596725,19.108347
fr:Rock_music,11.963065,-0.7839865,6.1961055
fr:Indie_dance,-10.21888,-14.122596,-7.446501
es:Alternative_Rock,9.741293,12.444485,16.07779
ja:パワー・ポップ,12.3295145,-17.496208,-6.4999657
es:West_Coast_rap,-30.67446,9.818466,9.343601
fr:Horrorcore,-16.06295,17.902182,-5.499769
es:Música_renacentista,-1.8088747,-5.1665177,10.30334
ja:インディー・ポップ,10.52123,-23.98488,1.2159766
en:Alternative_rock,10.983934,13.684944,14.471858
en:Nu_metal,3.8309746,21.124813,0.6794453
es:Techno,-10.639888,-0.06894032,-15.252595
es:Música_clásica,-1.3267746,-3.3510237,8.671794
en:Bubblegum_pop,5.5494957,-23.292847,-6.9529986
ja:ジャズ・ロック,-6.5938354,16.81647,4.6874795
nl:Rootsrock,13.767874,-9.346652,18.871668
es:Brostep,-12.716287,5.904829,-14.146679
cs:Rockabilly,15.337583,2.7002313,20.709688
en:Japanese_pop,-8.765115,-19.921322,0.50999874
en:West_Coast_jazz,-28.496378,8.942087,12.297587
fr:Rock_instrumental,-5.2776914,9.784514,-4.8691382
es:Punk,19.755688,-1.670274,-15.954555
es:Balada,-1.4302287,-20.579565,11.111259
es:Groove_Metal,5.7794905,17.777254,-11.736807
es:Punk_Rock,19.292536,-1.0817338,-15.441707
es:Rock_latino,-6.0820303,-13.126209,18.154945
es:Post_punk,13.638082,-3.6217742,-13.831254
en:American_folk_music,5.8228183,-15.43848,11.9532385
fr:Grindcore,14.503733,12.307374,-16.218052
en:Surf_rock,17.554098,-4.342444,10.142404
es:Gothic_Rock,27.234428,6.6384487,-4.517656
nl:Heavy_metal,8.537044,19.971754,-1.8945804
es:Surf_rock,16.000862,-5.148397,9.935229
es:Intelligent_dance_music,-9.606663,-4.866342,-11.566796
en:Acid_rock,17.119171,-0.7286363,-2.1833582
cs:Dream_pop,6.019671,-18.64488,-6.0485263
cs:Synth_rock,1.0103028,0.0039016241,-10.019742
fr:Trance,-16.047169,-8.519145,-19.921808
fr:Bubblegum_pop,5.346054,-23.297962,-7.448637
es:College_rock,16.547735,8.830978,11.559136
es:NWOBHM,18.507355,5.2964935,0.51464534
ja:C-POP,-4.7690015,-21.73135,-0.9138317
es:West_Coast_hip_hop,-31.646814,8.863629,9.569938
nl:Post-punk,13.115312,-6.3189855,-15.26822
cs:Taneční_hudba,-7.766668,-9.982399,-6.2585535
nl:Akoestische_muziek,-4.9665093,4.8323183,-6.455948
nl:Metal,8.524763,19.88613,-2.1135135
fr:Rap_politique,-22.445625,13.085979,1.1859102
fr:Musique_bruitiste,6.45529,-11.40224,-13.377996
fr:Punk_blues,9.874498,4.2499757,23.93687
cs:Beat,-15.186456,4.281723,5.3869605
en:Electric_blues,2.863115,4.878135,22.846958
en:Italo_disco,-12.638916,-15.558421,-14.740388
es:Blue_eyed_soul,-9.09242,4.254874,23.358606
en:Indie_music,15.072756,-28.85923,2.5656664
en:Indietronica,-3.3787467,-9.291588,-21.886353
en:Neo-classical_metal,2.410713,26.28502,-1.8151107
nl:Breakbeat,-11.404108,10.836867,-14.865326
en:Bebop,-3.9492648,15.589522,19.998327
fr:Dub,-16.472534,5.912355,-10.91933
en:Deep_house,-21.748835,-2.8267596,-14.282719
en:Folk_music_of_Ireland,5.314689,-13.587829,12.436347
en:Hardcore_Hip_Hop,-21.025911,16.500225,-6.4819107
fr:Neue_Deutsche_Härte,0.6349743,19.641163,-5.3073177
es:Hip_house,-22.975218,2.3641808,-14.393447
en:Southern_rock,10.597307,-3.7856915,23.50835
nl:Palm_Desert_Scene,14.029025,-3.0975592,17.023125
es:Neofolk,11.771754,-18.776852,13.462605
ja:カントリー・ミュージック,4.424808,-8.650995,22.19784
fr:Breakcore,-12.212907,5.133374,-16.52123
es:Salsa,-15.710929,-14.157577,16.691263
fr:Rock_celtique,6.052955,-8.873134,12.009887
ja:ポピュラー音楽,-2.2997699,-10.478456,3.8050308
fr:Indie_Rock,13.080647,-26.128397,-1.0218554
nl:Nu_metal,4.227483,20.494469,-0.017912215
es:UK_garage,2.373195,-11.529474,-31.07535
en:K-pop,-10.261636,-25.292034,-1.8245046
nl:Alternative_rock,10.887064,14.1708145,12.197162
en:Progressive_house,-20.009321,-4.6197205,-21.748627
en:G-Funk,-14.507314,23.274399,9.336441
es:Rock_electrónico,1.859248,-0.3577699,-10.163677
en:Orchestral,-2.5067592,1.1315256,4.640498
es:Ambient,-4.6137486,2.589033,-15.452545
es:Pop-rock,7.7054977,-14.690208,-2.365261
en:Noise_rock,8.291633,-10.367384,-11.839114
en:Contemporary_classical_music,-3.8665488,-2.1490633,9.037153
es:Speed_metal,9.591901,30.453804,2.4844291
es:Epic_metal,8.019402,25.481972,3.6526728
nl:New_wave,4.344867,-4.570703,-18.920218
en:Rock_en_español,-5.020039,-10.502498,15.521582
cs:Blues,1.8812376,4.522746,23.786602
cs:Country,4.0897355,-7.6583786,23.634718
en:Alternative_dance,-9.690941,-13.836768,-7.9548087
en:Freakbeat,13.396556,-4.290033,-12.223848
fr:Smooth_jazz,-12.551978,15.228482,15.096294
es:Roots_rock,13.379709,-8.980453,18.971102
en:Horror_punk,24.47126,5.2722983,-9.944369
en:Garage_rock_revival,6.2478538,-8.105421,-30.642052
en:Grunge,13.927175,-14.551731,-22.485886
es:Crunk,-15.060271,15.176657,-1.6883962
es:Post-punk_revival,9.305797,-4.318338,-16.410072
es:Roots_reggae,-24.056705,-1.1825205,16.73083
en:UK_garage,2.4076102,-11.508954,-31.087427
fr:Blue-eyed_soul,-9.956198,4.4947305,23.616236
ja:プログレッシブ・ロック,9.543252,4.7791023,-0.9595454
cs:Jazz_fusion,-4.43145,14.790405,6.085634
en:Spoken_word,-14.087275,-1.4783497,-0.09132482
es:Emo,18.667059,6.1708,-23.314531
fr:Nu_soul,-10.36949,0.37984884,19.088993
es:Country,3.6620896,-9.018003,23.852999
es:Folk_rock,12.545785,-13.525777,14.448723
en:Electro-industrial,-7.7180843,-4.462983,-14.913411
cs:Klasická_hudba,-1.798173,-4.0335255,7.3638372
nl:Postpunkrevival,9.2677145,-3.3347578,-15.808593
en:House_music,-17.973375,-2.0435357,-15.8860445
en:Folk_rock,11.4450035,-14.697452,14.746435
cs:World_music,-8.243257,-7.180616,5.6714444
ja:ダンス,-6.335105,-10.798152,-5.0918293
nl:Kerstmuziek,-2.2692425,-11.476115,8.452798
fr:Rap-rock,-9.82893,18.5611,-0.63691354
es:Post-Hardcore,9.709074,8.395908,-21.938576
es:Latin,-7.419961,-14.109038,19.616789
en:New_prog,8.990249,6.1274047,2.051028
ja:インダストリアル,-5.9651737,18.675453,-12.009351
nl:Symphonic_metal,4.4479237,26.510395,11.80072
en:Dance_rock,-5.179287,-12.238544,-12.606241
fr:Gothic_rock,26.863304,7.985476,-5.871008
fr:Country_pop,6.2903724,-11.163867,20.218903
en:Soul_blues,-0.35246706,5.614339,23.377056
en:European_classical_music,-3.9483945,-4.850779,8.553474
ja:トランス,-16.426899,-8.906546,-19.551878
fr:Musique_alternative,11.555409,10.296086,14.102721
en:Disco,-16.75246,-14.212177,-12.613343
fr:Rock_alternatif,10.136541,12.5845375,13.645985
fr:Chanson_italienne,-1.1526229,-6.5474157,7.3042116
fr:Pop_Punk,20.555822,1.578596,-18.113688
fr:Deathgrind,15.953362,15.355748,-15.298576
en:Political_hip_hop,-22.740026,13.103753,1.0690235
fr:Shibuya-kei,-9.103391,-26.105547,4.333586
es:Electro-pop,-6.480982,-3.6428032,-25.933882
ja:エモ,17.699743,6.0486164,-22.293602
en:Big_band_music,-9.244004,5.853266,4.626457
fr:Jazz-rock_fusion,-2.982697,14.381455,8.261646
nl:Psychedelische_muziek,17.361458,-4.3725457,-4.740793
es:Trip_rock,-25.6099,1.4215051,-6.2530837
es:Unblack_metal,15.310502,18.940891,1.3160706
en:Hard_Rock,18.431845,1.5284137,4.392165
es:Rumba,-17.690231,-14.697176,18.177124
nl:Stonerrock,19.366014,4.2027826,-2.2317984
es:Post-grunge,15.823045,-15.081112,-21.278807
es:Hard_bop,-5.232754,16.55234,22.565048
en:Celtic_punk,19.864681,-1.7473141,-11.527442
en:Latin_Alternative,-3.1988492,-14.761727,17.242285
en:Country_blues,1.6714025,7.085096,24.55888
en:Oldschool_jungle,-14.156344,3.380668,-5.16331
es:Alternativo,12.964001,11.428685,14.128452
es:Acid_jazz,-9.806619,13.906167,10.722699
es:Balada_romántica,-2.8304143,-18.86077,11.30966
en:Vocal_jazz,-5.8549256,10.423109,8.048032
ja:パンク・ロック,17.389143,-2.9597595,-17.654602
en:Dancehall,-23.303617,-6.6390495,14.199922
fr:Grunge,13.810706,-14.537287,-21.453737
ja:グランジ,13.543332,-14.625921,-20.519346
es:Música_electrónica_de_baile,-9.163966,-8.872374,-9.4964285
nl:Doo-wop,-16.608118,0.3001981,16.450602
en:Ragtime,-10.634628,4.2077875,10.970907
es:Ranchera,-12.752506,-14.117222,23.319614
en:Acoustic_music,-4.303238,6.110463,-7.590369
nl:Schlager,-7.78624,-21.867668,-12.371173
fr:Métal_progressif,7.990957,26.033436,-5.7541976
fr:Electropop,-3.1874006,-6.357711,-24.19121
es:Death_metal_técnico,13.036839,23.339956,-7.1381574
fr:Power_Metal,10.383609,26.600824,3.4279943
cs:Rap,-21.750557,13.860362,-1.9714566
ja:ハウス,-18.625498,-1.5050997,-15.317443
es:Música_beat,-16.067305,4.3659153,5.5628657
es:Post-punk,13.27922,-4.249479,-13.820374
es:AOR,14.486707,-9.089911,2.0683818
en:Jazz_rock,-6.198018,14.225441,7.7143984
en:Hip_Hop,-27.715382,11.230126,-2.8021994
es:Synth-pop,-4.8830748,-4.756882,-23.712334
es:Death_metal_melódico,15.759224,20.856966,-9.334652
en:Industrial_music,-6.142415,19.311136,-12.765419
en:Merengue_music,-16.311117,-11.968953,17.401155
ja:アバンギャルドメタル,1.7518741,12.062384,-1.2481818
en:Independent_music,15.178013,-28.77406,3.1092126
en:Music_in_Japanese_animation,-7.3364263,-18.495665,2.7196412
en:New_wave,5.550287,-5.151882,-18.97413
es:Jazz,-7.9426117,9.830691,10.717982
en:Electronic_music,-5.0004544,-1.1691847,-6.9260263
es:Indie_pop,10.124624,-26.192886,0.98850715
nl:Keltische_muziek,4.3398666,-10.767824,12.002781
fr:Country,5.141174,-9.548467,23.805405
en:French_rock,9.842578,-6.658235,6.7148905
nl:Nu-metal,4.229448,20.494465,-0.017241599
cs:Trance,-15.260734,-8.54711,-19.854855
fr:Enka,-11.699419,-19.717669,3.8549047
ja:コンテンポラリー・R&B,-16.237568,-1.3142003,5.7610927
en:Jazz_fusion,-5.4110966,15.382975,7.460357
en:Rock_'n'_roll,14.461238,-0.31030592,12.677612
en:Musical_theatre,-0.6095405,-4.2692947,2.2603674
fr:Jazz_rap,-12.228574,10.984354,6.3280163
en:Mariachi,-12.934246,-15.648842,20.076572
nl:Countryrock,7.6054487,-9.264779,23.395624
nl:Skatepunk,20.160973,-2.0972214,-22.571434
es:Rhythm_and_blues,-15.237376,0.091698214,10.58979
es:Pop_music,2.5111942,-15.207113,-4.2396393
es:Space_rock,7.600616,6.0951066,-7.5488563
es:Teen_Pop,1.1011617,-19.944279,-8.40733
nl:Progressieve_rock,11.127008,6.5559316,-0.100317165
en:Rock_and_roll,13.54153,-0.62899226,11.802236
cs:Metalcore,11.637721,16.724667,-18.085316
nl:Post-hardcore,8.910615,7.1925874,-23.03871
en:Rock_opera,4.0310826,1.8733708,4.8485627
en:Cantopop,-6.2263155,-24.575195,-3.522073
en:Smooth_Jazz,-12.640641,14.3709,15.466897
en:Western_music,1.5149279,-8.61133,23.079695
en:Folk-rock,11.39674,-14.3771,15.062558
en:Jazz-rock,-6.198018,14.225441,7.7143984
es:Vallenato,-17.416832,-11.071411,20.347897
es:Black_metal,11.752353,19.914942,-0.7411184
fr:Hip-hop,-22.894804,10.85562,-3.1572149
es:Indie_Rock,13.4777155,-26.165125,1.0927112
en:Minimal_techno,-10.453332,0.36199215,-12.505524
en:Electronic_body_music,-7.9302316,-4.4514666,-15.065309
es:Afrobeat,-28.21211,-3.9688418,15.09496
en:Skiffle,-2.2245314,31.426924,-32.654774
fr:Black_metal_symphonique,7.4117007,23.24519,9.554958
es:Dub,-16.914219,5.8263474,-11.33188
es:Música_folclórica,4.2400775,-17.034391,13.506735
en:Jazz_blues,1.5247841,7.6513653,22.899485
es:Blues,1.5904074,5.127212,23.59607
en:Anison,-7.935761,-18.156885,3.5329854
fr:Hi-NRG,-15.385091,-17.322512,-0.9494228
ja:メタルコア,11.127142,16.464117,-17.69309
es:Bandas_sonoras,-2.0845578,-5.242417,-1.5350184
en:Chanson,-1.470816,-21.95003,18.996195
fr:Musique_arabe,-7.7011724,-7.5229964,10.968219
es:Pop_rap,-30.728718,5.493283,-0.26846066
en:Indie_folk,13.435574,-16.544537,10.971109
cs:Dance,-8.399596,-13.987926,-6.5516443
es:Rock_indie,12.929631,-26.92238,1.5383794
es:Power_Pop,12.607304,-16.275862,-7.020026
en:Glam_punk,23.893972,-10.369147,2.8380322
en:Crossover_thrash,4.6961226,13.90881,-15.620431
en:Japanese_hip_hop,-25.394926,10.487646,-1.1094762
fr:Midwest_rap,-31.361824,10.583427,6.2234564
fr:Crossover_thrash,4.473652,13.87502,-16.304865
fr:Electro_house,-16.481844,-0.049561206,-18.275402
en:Boogie,3.830928,6.5333495,15.725619
es:Rock_pop,6.894557,-13.4546,-3.0362165
es:Noise,6.422197,-11.699151,-12.877724
es:Big_room_house,-20.72895,-2.7651885,-16.935863
fr:Musique_irlandaise,5.0601554,-13.189437,12.451561
en:Tech_house,-16.446972,-0.8382129,-13.478183
fr:Deep_house,-21.697605,-3.1426852,-14.122738
es:Música_soul,-6.415702,2.790308,19.358925
cs:Avantgardní_hudba,-1.0546244,11.385179,3.8616526
es:Drum_and_bass,-14.624684,4.9993625,-5.654517
es:Crust_punk,13.353821,7.582348,-15.45257
es:Dance-rock,-9.055412,-10.046536,-10.592145
ja:ノイズミュージック,6.9031925,-11.76086,-13.129872
es:Downtempo,-7.767038,7.66842,-14.754652
en:Alternative_music,11.892067,13.558161,14.716672
es:R&B_contemporáneo,-16.516045,-2.4159374,5.9479427
fr:Skate_punk,19.950644,-2.4195545,-22.441772
en:Berlin_School_of_electronic_music,-4.374063,-2.0620828,-5.029983
nl:House,-18.79428,-2.7407103,-14.991236
fr:Raï,-14.887782,-4.7329483,10.567536
en:Garage_rock,6.1274085,-9.064574,-31.015728
en:Hardcore_Punk,11.864727,5.988677,-20.13508
en:Heavy_metal_music,9.81518,22.255896,0.046243124
es:Pop_Punk,21.294489,0.8145971,-17.286203
es:Bossa_nova,-10.876997,-6.1399703,17.465742
cs:Roots_rock,9.661092,-7.627931,22.174578
ja:パンクロック,17.389114,-2.9597387,-17.654646
nl:Urbanpop,-16.919268,-1.975962,4.966541
es:Pop_sueco,8.617434,-6.670314,5.077988
fr:Néo-prog,9.064593,9.289773,-0.9924005
fr:Indie,14.438714,-28.625843,0.5561988
en:G-funk,-14.507314,23.274399,9.336441
en:Ambient_techno,-7.6457076,0.68203884,-14.839868
fr:Acid_rock,16.719936,-0.8940428,-1.7631294
es:J-Rock,-6.969838,-22.47937,5.6851315
es:Neopsicodelia,14.717294,-4.7703714,-8.03011
en:Instrumental,-7.6423545,9.536712,-2.426162
nl:Soul,-6.8520594,3.4835048,17.815699
fr:Rock_expérimental,1.2172135,6.5760098,-1.531472
fr:Musique_classique,-1.5073887,-4.647757,7.981583
en:Death-doom,17.346859,15.727006,-5.76153
en:Avant-pop_music,0.41749045,10.695605,4.71841
es:Folktronica,14.807032,-21.145237,10.678722
es:G-funk,-15.317758,22.766336,8.964942
ja:日本のロック,-6.1851344,-22.004148,6.5378795
es:Música_clásica_contemporánea,-2.4758356,-1.8309606,9.527289
ja:オルタナティブ・ロック,8.00415,14.521794,14.085464
en:Metalcore,10.641605,15.840263,-17.892488
en:Traditional_pop_music,4.05729,-21.427017,-2.2194204
en:Lo-fi,-18.340351,-17.001743,-0.6695865
en:Math_rock,8.934528,-0.7006192,0.41831586
ja:ダブ,-16.774096,6.3953295,-10.608301
ja:ブルー・アイド・ソウル,-9.531638,4.9538946,22.716442
en:Musique_concrète,-1.8842677,1.6377716,-2.5835307
es:Música_cristiana,1.3177325,-2.0336814,14.180701
es:Rock_ácido,16.861622,-0.7994692,-1.646902
es:Oshare_Kei,-8.211773,-26.866844,3.4745562
en:Vocal_music,-6.6512256,9.329211,-0.97155917
es:East_Coast_rap,-30.216719,8.673576,9.168704
es:Anti-folk,10.913839,-18.263514,16.766722
es:Heavy_metal,7.804392,22.067066,0.7717629
fr:Metal_gothique,28.812515,9.575598,-1.9401411
cs:Art_rock,5.186016,3.9627943,-1.5808377
en:Dance-pop,-4.3525434,-14.231655,-8.452577
nl:Symfonie,0.27065068,-1.1371838,5.926162
en:Southern_metal,11.141176,-3.1044552,23.746572
ja:ポップ・ロック,9.664709,-17.046183,-2.9074252
nl:Beatmuziek,-16.88007,4.3372965,5.703813
fr:Doo-wop,-15.711002,-0.006613402,16.223164
en:Ragga,-25.114817,-5.7042446,12.395319
cs:Bluegrass,8.068079,-13.098139,26.072824
nl:Dance,-6.643141,-8.723514,-9.274844
en:Oi!,25.16411,-2.4472404,-8.104365
